"from_name","to_name","level","from","to","title"
"water_td_an_C","pork>>Mixed>>FodderHerb_Residue","3",2,768,"supplemental info"
"water_td_an_W","pork>>Mixed>>FodderHerb_Residue","3",3,768,"supplemental info"
"Scavenging_Other","pork>>Mixed>>Scavenging_Other","3",6,769,"supplemental info"
"water_td_an_C","pork>>Mixed>>Scavenging_Other","3",2,769,"supplemental info"
"water_td_an_W","pork>>Mixed>>Scavenging_Other","3",3,769,"supplemental info"
"FeedCrops","poultry>>Mixed>>FeedCrops","3",1,770,"supplemental info"
"water_td_an_C","poultry>>Mixed>>FeedCrops","3",2,770,"supplemental info"
"water_td_an_W","poultry>>Mixed>>FeedCrops","3",3,770,"supplemental info"
"FodderHerb_Residue","poultry>>Mixed>>FodderHerb_Residue","3",4,771,"supplemental info"
"water_td_an_C","poultry>>Mixed>>FodderHerb_Residue","3",2,771,"supplemental info"
"water_td_an_W","poultry>>Mixed>>FodderHerb_Residue","3",3,771,"supplemental info"
"Scavenging_Other","poultry>>Mixed>>Scavenging_Other","3",6,772,"supplemental info"
"water_td_an_C","poultry>>Mixed>>Scavenging_Other","3",2,772,"supplemental info"
"water_td_an_W","poultry>>Mixed>>Scavenging_Other","3",3,772,"supplemental info"
"N fertilizer","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi","3",7,773,"supplemental info"
"biophysical water consumption","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi","3",8,773,"supplemental info"
"refined liquids industrial","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi","3",9,773,"supplemental info"
"N fertilizer","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo","3",7,774,"supplemental info"
"biophysical water consumption","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo","3",8,774,"supplemental info"
"refined liquids industrial","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo","3",9,774,"supplemental info"
"N fertilizer","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi_Peat","3",7,775,"supplemental info"
"biophysical water consumption","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi_Peat","3",8,775,"supplemental info"
"refined liquids industrial","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_hi_Peat","3",9,775,"supplemental info"
"N fertilizer","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo_Peat","3",7,776,"supplemental info"
"biophysical water consumption","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo_Peat","3",8,776,"supplemental info"
"refined liquids industrial","Rapeseed>>Rapeseed_X>>Rapeseed_X_RFD_lo_Peat","3",9,776,"supplemental info"
"regional rapeseed","Rapeseed oil>>Rapeseed oil>>Rapeseed oil","3",39,777,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_IRR_hi","3",7,778,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_IRR_hi","3",8,778,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_IRR_hi","3",9,778,"supplemental info"
"water_td_irr_X_C","Rice>>Rice_X>>Rice_X_IRR_hi","3",10,778,"supplemental info"
"water_td_irr_X_W","Rice>>Rice_X>>Rice_X_IRR_hi","3",11,778,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_IRR_lo","3",7,779,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_IRR_lo","3",8,779,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_IRR_lo","3",9,779,"supplemental info"
"water_td_irr_X_C","Rice>>Rice_X>>Rice_X_IRR_lo","3",10,779,"supplemental info"
"water_td_irr_X_W","Rice>>Rice_X>>Rice_X_IRR_lo","3",11,779,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_IRR_hi_Peat","3",7,780,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_IRR_hi_Peat","3",8,780,"supplemental info"
"water_td_irr_X_C","Rice>>Rice_X>>Rice_X_IRR_hi_Peat","3",10,780,"supplemental info"
"water_td_irr_X_W","Rice>>Rice_X>>Rice_X_IRR_hi_Peat","3",11,780,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_IRR_lo_Peat","3",7,781,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_IRR_lo_Peat","3",8,781,"supplemental info"
"water_td_irr_X_C","Rice>>Rice_X>>Rice_X_IRR_lo_Peat","3",10,781,"supplemental info"
"water_td_irr_X_W","Rice>>Rice_X>>Rice_X_IRR_lo_Peat","3",11,781,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_RFD_hi","3",7,782,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_RFD_hi","3",8,782,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_RFD_hi","3",9,782,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_RFD_lo","3",7,783,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_RFD_lo","3",8,783,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_RFD_lo","3",9,783,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_IRR_hi_Peat","3",9,780,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_IRR_lo_Peat","3",9,781,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_RFD_hi_Peat","3",7,784,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_RFD_hi_Peat","3",8,784,"supplemental info"
"N fertilizer","Rice>>Rice_X>>Rice_X_RFD_lo_Peat","3",7,785,"supplemental info"
"biophysical water consumption","Rice>>Rice_X>>Rice_X_RFD_lo_Peat","3",8,785,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_RFD_hi_Peat","3",9,784,"supplemental info"
"refined liquids industrial","Rice>>Rice_X>>Rice_X_RFD_lo_Peat","3",9,785,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","3",7,786,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","3",8,786,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","3",9,786,"supplemental info"
"water_td_irr_X_C","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","3",10,786,"supplemental info"
"water_td_irr_X_W","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi","3",11,786,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","3",7,787,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","3",8,787,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","3",9,787,"supplemental info"
"water_td_irr_X_C","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","3",10,787,"supplemental info"
"water_td_irr_X_W","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo","3",11,787,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi","3",7,788,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi","3",8,788,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi","3",9,788,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo","3",7,789,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo","3",8,789,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo","3",9,789,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","3",7,790,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","3",8,790,"supplemental info"
"water_td_irr_X_C","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","3",10,790,"supplemental info"
"water_td_irr_X_W","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","3",11,790,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","3",7,791,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","3",8,791,"supplemental info"
"water_td_irr_X_C","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","3",10,791,"supplemental info"
"water_td_irr_X_W","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","3",11,791,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi_Peat","3",7,792,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi_Peat","3",8,792,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_RFD_hi_Peat","3",9,792,"supplemental info"
"N fertilizer","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo_Peat","3",7,793,"supplemental info"
"biophysical water consumption","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo_Peat","3",8,793,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_RFD_lo_Peat","3",9,793,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_IRR_hi_Peat","3",9,790,"supplemental info"
"refined liquids industrial","RootTuber>>RootTuber_X>>RootTuber_X_IRR_lo_Peat","3",9,791,"supplemental info"
"Scavenging_Other_Rsrc","Scavenging_Other>>Scavenging_Other>>Scavenging_Other","3",58,794,"supplemental info"
"FeedCrops","SheepGoat>>Mixed>>FeedCrops","3",1,795,"supplemental info"
"water_td_an_C","SheepGoat>>Mixed>>FeedCrops","3",2,795,"supplemental info"
"water_td_an_W","SheepGoat>>Mixed>>FeedCrops","3",3,795,"supplemental info"
"FodderHerb_Residue","SheepGoat>>Mixed>>FodderHerb_Residue","3",4,796,"supplemental info"
"water_td_an_C","SheepGoat>>Mixed>>FodderHerb_Residue","3",2,796,"supplemental info"
"water_td_an_W","SheepGoat>>Mixed>>FodderHerb_Residue","3",3,796,"supplemental info"
"Pasture_FodderGrass","SheepGoat>>Mixed>>Pasture_FodderGrass","3",5,797,"supplemental info"
"water_td_an_C","SheepGoat>>Mixed>>Pasture_FodderGrass","3",2,797,"supplemental info"
"water_td_an_W","SheepGoat>>Mixed>>Pasture_FodderGrass","3",3,797,"supplemental info"
"Scavenging_Other","SheepGoat>>Mixed>>Scavenging_Other","3",6,798,"supplemental info"
"water_td_an_C","SheepGoat>>Mixed>>Scavenging_Other","3",2,798,"supplemental info"
"water_td_an_W","SheepGoat>>Mixed>>Scavenging_Other","3",3,798,"supplemental info"
"Pasture_FodderGrass","SheepGoat>>Pastoral>>Pasture_FodderGrass","3",5,799,"supplemental info"
"water_td_an_C","SheepGoat>>Pastoral>>Pasture_FodderGrass","3",2,799,"supplemental info"
"water_td_an_W","SheepGoat>>Pastoral>>Pasture_FodderGrass","3",3,799,"supplemental info"
"Scavenging_Other","SheepGoat>>Pastoral>>Scavenging_Other","3",6,800,"supplemental info"
"water_td_an_C","SheepGoat>>Pastoral>>Scavenging_Other","3",2,800,"supplemental info"
"water_td_an_W","SheepGoat>>Pastoral>>Scavenging_Other","3",3,800,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_RFD_hi","3",9,801,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_RFD_lo","3",9,802,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_IRR_hi","3",7,803,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_IRR_hi","3",8,803,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_IRR_hi","3",9,803,"supplemental info"
"water_td_irr_X_C","Soybean>>Soybean_X>>Soybean_X_IRR_hi","3",10,803,"supplemental info"
"water_td_irr_X_W","Soybean>>Soybean_X>>Soybean_X_IRR_hi","3",11,803,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_IRR_lo","3",7,804,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_IRR_lo","3",8,804,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_IRR_lo","3",9,804,"supplemental info"
"water_td_irr_X_C","Soybean>>Soybean_X>>Soybean_X_IRR_lo","3",10,804,"supplemental info"
"water_td_irr_X_W","Soybean>>Soybean_X>>Soybean_X_IRR_lo","3",11,804,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_RFD_hi","3",7,801,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_RFD_hi","3",8,801,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_RFD_lo","3",7,802,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_RFD_lo","3",8,802,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_RFD_hi_Peat","3",7,805,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_RFD_hi_Peat","3",8,805,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_RFD_hi_Peat","3",9,805,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_RFD_lo_Peat","3",7,806,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_RFD_lo_Peat","3",8,806,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","3",7,807,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","3",8,807,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","3",9,807,"supplemental info"
"water_td_irr_X_C","Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","3",10,807,"supplemental info"
"water_td_irr_X_W","Soybean>>Soybean_X>>Soybean_X_IRR_hi_Peat","3",11,807,"supplemental info"
"N fertilizer","Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","3",7,808,"supplemental info"
"biophysical water consumption","Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","3",8,808,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","3",9,808,"supplemental info"
"water_td_irr_X_C","Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","3",10,808,"supplemental info"
"water_td_irr_X_W","Soybean>>Soybean_X>>Soybean_X_IRR_lo_Peat","3",11,808,"supplemental info"
"refined liquids industrial","Soybean>>Soybean_X>>Soybean_X_RFD_lo_Peat","3",9,806,"supplemental info"
"regional soybean","Soybean oil>>Soybean oil>>Soybean oil","3",23,809,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi","3",7,810,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi","3",8,810,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi","3",9,810,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo","3",7,811,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo","3",8,811,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo","3",9,811,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi_Peat","3",7,812,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi_Peat","3",8,812,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_hi_Peat","3",9,812,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo_Peat","3",7,813,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo_Peat","3",8,813,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","3",7,814,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","3",8,814,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","3",9,814,"supplemental info"
"water_td_irr_X_C","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","3",10,814,"supplemental info"
"water_td_irr_X_W","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi","3",11,814,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","3",7,815,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","3",8,815,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","3",9,815,"supplemental info"
"water_td_irr_X_C","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","3",10,815,"supplemental info"
"water_td_irr_X_W","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo","3",11,815,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","3",7,816,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","3",8,816,"supplemental info"
"water_td_irr_X_C","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","3",10,816,"supplemental info"
"water_td_irr_X_W","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","3",11,816,"supplemental info"
"N fertilizer","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","3",7,817,"supplemental info"
"biophysical water consumption","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","3",8,817,"supplemental info"
"water_td_irr_X_C","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","3",10,817,"supplemental info"
"water_td_irr_X_W","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","3",11,817,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_hi_Peat","3",9,816,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_IRR_lo_Peat","3",9,817,"supplemental info"
"refined liquids industrial","SugarCrop>>SugarCrop_X>>SugarCrop_X_RFD_lo_Peat","3",9,813,"supplemental info"
"land-input","UnmanagedLand>>Deforest_X>>Deforest_X","3",59,818,"supplemental info"
"land-input","UnmanagedLand>>Deforest_X>>ProtectedDeforest_X","3",59,819,"supplemental info"
"land-input","UnmanagedLand>>ForestFire_X>>ForestFire_X","3",59,820,"supplemental info"
"land-input","UnmanagedLand>>ForestFire_X>>ProtectedForestFire_X","3",59,821,"supplemental info"
"land-input","UnmanagedLand>>GrasslandFires_X>>GrasslandFires_X","3",59,822,"supplemental info"
"land-input","UnmanagedLand>>GrasslandFires_X>>ProtectedGrasslandFires_X","3",59,823,"supplemental info"
"land-input","UnmanagedLand>>UnmanagedPasture_X>>ProtectedUnmanagedPasture_X","3",59,824,"supplemental info"
"land-input","UnmanagedLand>>UnmanagedPasture_X>>UnmanagedPasture_X","3",59,825,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_RFD_hi","3",7,826,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_RFD_hi","3",8,826,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_RFD_hi","3",9,826,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_RFD_lo","3",7,827,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_RFD_lo","3",8,827,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_RFD_lo","3",9,827,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_RFD_hi_Peat","3",7,828,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_RFD_hi_Peat","3",8,828,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_RFD_hi_Peat","3",9,828,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_RFD_lo_Peat","3",7,829,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_RFD_lo_Peat","3",8,829,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_RFD_lo_Peat","3",9,829,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_IRR_hi","3",7,830,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_IRR_hi","3",8,830,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_IRR_hi","3",9,830,"supplemental info"
"water_td_irr_X_C","Wheat>>Wheat_X>>Wheat_X_IRR_hi","3",10,830,"supplemental info"
"water_td_irr_X_W","Wheat>>Wheat_X>>Wheat_X_IRR_hi","3",11,830,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_IRR_lo","3",7,831,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_IRR_lo","3",8,831,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_IRR_lo","3",9,831,"supplemental info"
"water_td_irr_X_C","Wheat>>Wheat_X>>Wheat_X_IRR_lo","3",10,831,"supplemental info"
"water_td_irr_X_W","Wheat>>Wheat_X>>Wheat_X_IRR_lo","3",11,831,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","3",7,832,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","3",8,832,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","3",9,832,"supplemental info"
"water_td_irr_X_C","Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","3",10,832,"supplemental info"
"water_td_irr_X_W","Wheat>>Wheat_X>>Wheat_X_IRR_hi_Peat","3",11,832,"supplemental info"
"N fertilizer","Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","3",7,833,"supplemental info"
"biophysical water consumption","Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","3",8,833,"supplemental info"
"refined liquids industrial","Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","3",9,833,"supplemental info"
"water_td_irr_X_C","Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","3",10,833,"supplemental info"
"water_td_irr_X_W","Wheat>>Wheat_X>>Wheat_X_IRR_lo_Peat","3",11,833,"supplemental info"
"wholesale gas","backup_electricity>>gas>>gas (steam/CT)","3",53,834,"supplemental info"
