"from_name","to_name","level","from","to","title"
"refined liquids industrial","mining energy use>>mobile","2",16,301,"supplemental info"
"elect_td_ind","mining energy use>>stationary","2",1,302,"supplemental info"
"refined liquids industrial","mining energy use>>stationary","2",16,302,"supplemental info"
"elect_td_bld","municipal wastewater treatment>>electricity","2",20,303,"supplemental info"
"elect_td_bld","municipal water abstraction>>electricity","2",20,304,"supplemental info"
"elect_td_bld","municipal water distribution>>electricity","2",20,305,"supplemental info"
"elect_td_bld","municipal water treatment>>electricity","2",20,306,"supplemental info"
"delivered biomass","other industrial energy use>>biomass","2",17,307,"supplemental info"
"delivered coal","other industrial energy use>>coal","2",21,308,"supplemental info"
"elect_td_ind","other industrial energy use>>electricity","2",1,309,"supplemental info"
"wholesale gas","other industrial energy use>>gas","2",14,310,"supplemental info"
"h2 industrial","other industrial energy use>>hydrogen","2",15,311,"supplemental info"
"h2 wholesale delivery","other industrial energy use>>hydrogen","2",7,311,"supplemental info"
"refined liquids industrial","other industrial energy use>>refined liquids","2",16,312,"supplemental info"
"wholesale gas","other industrial feedstocks>>gas","2",14,313,"supplemental info"
"oil-credits","other industrial feedstocks>>refined liquids","2",29,314,"supplemental info"
"refined liquids industrial","other industrial feedstocks>>refined liquids","2",16,314,"supplemental info"
"other industrial energy use","other industry>>other industry","2",47,315,"supplemental info"
"other industrial feedstocks","other industry>>other industry","2",48,315,"supplemental info"
"delivered biomass","process heat cement>>biomass","2",17,316,"supplemental info"
"delivered coal","process heat cement>>coal","2",21,317,"supplemental info"
"wholesale gas","process heat cement>>gas","2",14,318,"supplemental info"
"h2 industrial","process heat cement>>hydrogen","2",15,319,"supplemental info"
"refined liquids industrial","process heat cement>>refined liquids","2",16,320,"supplemental info"
"refining","refined liquids enduse>>refined liquids enduse","2",49,321,"supplemental info"
"refining","refined liquids industrial>>refined liquids industrial","2",49,322,"supplemental info"
"h2 industrial","refining>>biomass liquids","2",15,323,"supplemental info"
"regional biomass","refining>>biomass liquids","2",2,323,"supplemental info"
"regional biomassoil","refining>>biomass liquids","2",50,323,"supplemental info"
"wholesale gas","refining>>biomass liquids","2",14,323,"supplemental info"
"elect_td_ind","refining>>biomass liquids","2",1,323,"supplemental info"
"regional corn for ethanol","refining>>biomass liquids","2",51,323,"supplemental info"
"regional coal","refining>>coal to liquids","2",26,324,"supplemental info"
"regional natural gas","refining>>gas to liquids","2",3,325,"supplemental info"
"elect_td_ind","refining>>oil refining","2",1,326,"supplemental info"
"regional oil","refining>>oil refining","2",52,326,"supplemental info"
"wholesale gas","refining>>oil refining","2",14,326,"supplemental info"
"total biomass","regional biomass>>regional biomass","2",53,327,"supplemental info"
"coal","regional coal>>domestic coal","2",54,328,"supplemental info"
"traded coal","regional coal>>imported coal","2",55,329,"supplemental info"
"crude oil","regional oil>>domestic crude oil","2",56,330,"supplemental info"
"traded oil","regional oil>>imported crude oil","2",57,331,"supplemental info"
"elect_td_bld","resid cooling>>electricity","2",20,332,"supplemental info"
"traditional biomass","resid heating>>traditional biomass","2",58,333,"supplemental info"
"delivered biomass","resid others>>biomass","2",17,334,"supplemental info"
"delivered coal","resid others>>coal","2",21,335,"supplemental info"
"elect_td_bld","resid others>>electricity","2",20,336,"supplemental info"
"refined liquids enduse","resid others>>refined liquids","2",22,337,"supplemental info"
"traditional biomass","resid others>>traditional biomass","2",58,338,"supplemental info"
"biomass","total biomass>>domestic biomass","2",59,339,"supplemental info"
"traded biomass","total biomass>>imported biomass","2",60,340,"supplemental info"
"elect_td_trn","trn_aviation_intl>>international aviation","2",12,341,"supplemental info"
"h2 wholesale dispensing","trn_aviation_intl>>international aviation","2",9,341,"supplemental info"
"refined liquids enduse","trn_aviation_intl>>international aviation","2",22,341,"supplemental info"
"elect_td_trn","trn_freight>>domestic ship","2",12,342,"supplemental info"
"h2 wholesale dispensing","trn_freight>>domestic ship","2",9,342,"supplemental info"
"refined liquids enduse","trn_freight>>domestic ship","2",22,342,"supplemental info"
"elect_td_trn","trn_freight>>freight rail","2",12,343,"supplemental info"
"delivered coal","trn_freight>>freight rail","2",21,343,"supplemental info"
"h2 wholesale dispensing","trn_freight>>freight rail","2",9,343,"supplemental info"
"refined liquids enduse","trn_freight>>freight rail","2",22,343,"supplemental info"
"elect_td_trn","trn_freight_road>>heavy truck","2",12,344,"supplemental info"
"h2 retail dispensing","trn_freight_road>>heavy truck","2",61,344,"supplemental info"
"refined liquids enduse","trn_freight_road>>heavy truck","2",22,344,"supplemental info"
"elect_td_trn","trn_freight_road>>light truck","2",12,345,"supplemental info"
"h2 retail dispensing","trn_freight_road>>light truck","2",61,345,"supplemental info"
"refined liquids enduse","trn_freight_road>>light truck","2",22,345,"supplemental info"
"elect_td_trn","trn_freight_road>>medium truck","2",12,346,"supplemental info"
"h2 retail dispensing","trn_freight_road>>medium truck","2",61,346,"supplemental info"
"refined liquids enduse","trn_freight_road>>medium truck","2",22,346,"supplemental info"
"renewable","trn_pass>>cycle","2",62,347,"supplemental info"
"elect_td_trn","trn_pass>>domestic aviation","2",12,348,"supplemental info"
"h2 wholesale dispensing","trn_pass>>domestic aviation","2",9,348,"supplemental info"
"refined liquids enduse","trn_pass>>domestic aviation","2",22,348,"supplemental info"
"elect_td_trn","trn_pass>>hsr","2",12,349,"supplemental info"
"elect_td_trn","trn_pass>>passenger rail","2",12,350,"supplemental info"
"refined liquids enduse","trn_pass>>passenger rail","2",22,350,"supplemental info"
"renewable","trn_pass>>walk","2",62,351,"supplemental info"
"elect_td_trn","trn_pass_road>>bus","2",12,352,"supplemental info"
"h2 retail dispensing","trn_pass_road>>bus","2",61,352,"supplemental info"
"refined liquids enduse","trn_pass_road>>bus","2",22,352,"supplemental info"
"elect_td_trn","trn_pass_road_ldv>>2w and 3w","2",12,353,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv>>2w and 3w","2",22,353,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>car","2",12,354,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>car","2",61,354,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>car","2",22,354,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>large car and truck","2",12,355,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>large car and truck","2",61,355,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>large car and truck","2",22,355,"supplemental info"
"elect_td_trn","trn_pass_road_ldv_4w>>mini car","2",12,356,"supplemental info"
"h2 retail dispensing","trn_pass_road_ldv_4w>>mini car","2",61,356,"supplemental info"
"refined liquids enduse","trn_pass_road_ldv_4w>>mini car","2",22,356,"supplemental info"
"elect_td_trn","trn_shipping_intl>>international ship","2",12,357,"supplemental info"
"h2 wholesale dispensing","trn_shipping_intl>>international ship","2",9,357,"supplemental info"
"refined liquids enduse","trn_shipping_intl>>international ship","2",22,357,"supplemental info"
"gas pipeline","wholesale gas>>wholesale gas","2",27,358,"supplemental info"
"elect_td_ind","agricultural energy use>>stationary","2",1,243,"supplemental info"
"wholesale gas","agricultural energy use>>stationary","2",14,243,"supplemental info"
"delivered biomass","alumina>>biomass","2",17,359,"supplemental info"
"delivered coal","alumina>>coal","2",21,360,"supplemental info"
"wholesale gas","alumina>>gas","2",14,361,"supplemental info"
"refined liquids industrial","alumina>>refined liquids","2",16,362,"supplemental info"
"elect_td_ind","aluminum>>electricity","2",1,363,"supplemental info"
"chemical energy use","chemical>>chemical","2",63,364,"supplemental info"
"chemical feedstocks","chemical>>chemical","2",64,364,"supplemental info"
"delivered biomass","chemical energy use>>biomass","2",17,365,"supplemental info"
"elect_td_ind","chemical energy use>>electricity","2",1,366,"supplemental info"
"h2 industrial","chemical energy use>>hydrogen","2",15,367,"supplemental info"
"refined liquids industrial","chemical energy use>>refined liquids","2",16,368,"supplemental info"
"wholesale gas","chemical feedstocks>>gas","2",14,369,"supplemental info"
"oil-credits","chemical feedstocks>>refined liquids","2",29,370,"supplemental info"
"refined liquids industrial","chemical feedstocks>>refined liquids","2",16,370,"supplemental info"
"delivered biomass","construction energy use>>stationary","2",17,258,"supplemental info"
"elect_td_ind","construction energy use>>stationary","2",1,258,"supplemental info"
"wholesale gas","construction energy use>>stationary","2",14,258,"supplemental info"
"wholesale gas","csp_backup>>gas","2",14,371,"supplemental info"
"csp_backup","elec_csp>>csp","2",65,372,"supplemental info"
"global solar resource","elec_csp>>csp","2",5,372,"supplemental info"
"elec_csp","electricity>>solar","2",66,287,"supplemental info"
"wholesale gas","mining energy use>>stationary","2",14,302,"supplemental info"
"delivered gas","resid others>>gas","2",13,373,"supplemental info"
"h2 retail delivery","resid others>>gas","2",23,373,"supplemental info"
"delivered gas","trn_pass_road>>bus","2",13,352,"supplemental info"
"delivered gas","trn_pass_road_ldv>>2w and 3w","2",13,353,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>car","2",13,354,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>large car and truck","2",13,355,"supplemental info"
"delivered gas","trn_pass_road_ldv_4w>>mini car","2",13,356,"supplemental info"
"delivered coal","agricultural energy use>>stationary","2",21,243,"supplemental info"
"delivered coal","chemical energy use>>coal","2",21,374,"supplemental info"
"delivered biomass","mining energy use>>stationary","2",17,302,"supplemental info"
"delivered coal","mining energy use>>stationary","2",21,302,"supplemental info"
"wholesale gas","chemical energy use>>gas","2",14,375,"supplemental info"
"delivered gas","comm cooling>>gas","2",13,376,"supplemental info"
"delivered biomass","comm heating>>biomass","2",17,377,"supplemental info"
"elect_td_bld","comm heating>>electricity","2",20,378,"supplemental info"
"delivered gas","comm heating>>gas","2",13,379,"supplemental info"
"h2 retail delivery","comm heating>>gas","2",23,379,"supplemental info"
"nuclearfuelgenii","elec_gen_ii_lwr>>gen_ii_lwr","2",67,380,"supplemental info"
"elec_gen_ii_lwr","electricity>>nuclear","2",68,285,"supplemental info"
"delivered biomass","resid heating>>biomass","2",17,381,"supplemental info"
"elect_td_bld","resid heating>>electricity","2",20,382,"supplemental info"
"delivered gas","resid heating>>gas","2",13,383,"supplemental info"
"h2 retail delivery","resid heating>>gas","2",23,383,"supplemental info"
"refined liquids enduse","resid heating>>refined liquids","2",22,384,"supplemental info"
"delivered coal","construction energy use>>stationary","2",21,258,"supplemental info"
"delivered coal","other industrial feedstocks>>coal","2",21,385,"supplemental info"
"regional sugar for ethanol","refining>>biomass liquids","2",69,323,"supplemental info"
"delivered coal","resid heating>>coal","2",21,386,"supplemental info"
"delivered coal","n fertilizer>>coal","2",21,387,"supplemental info"
"district heat","agricultural energy use>>stationary","2",70,243,"supplemental info"
"district heat","chemical energy use>>heat","2",70,388,"supplemental info"
"district heat","comm heating>>district heat","2",70,389,"supplemental info"
"district heat","comm others>>district heat","2",70,390,"supplemental info"
"district heat","construction energy use>>stationary","2",70,258,"supplemental info"
"delivered biomass","district heat>>biomass","2",17,391,"supplemental info"
"delivered coal","district heat>>coal","2",21,392,"supplemental info"
"wholesale gas","district heat>>gas","2",14,393,"supplemental info"
"refined liquids industrial","district heat>>refined liquids","2",16,394,"supplemental info"
"district heat","mining energy use>>stationary","2",70,302,"supplemental info"
"district heat","other industrial energy use>>district heat","2",70,395,"supplemental info"
"district heat","resid heating>>district heat","2",70,396,"supplemental info"
"district heat","resid others>>district heat","2",70,397,"supplemental info"
"delivered gas","trn_freight_road>>light truck","2",13,345,"supplemental info"
"delivered coal","chemical feedstocks>>coal","2",21,398,"supplemental info"
"delivered gas","resid cooling>>gas","2",13,399,"supplemental info"
"natural gas","gas trade statistical differences>>x statistical differences","2",71,400,"supplemental info"
"natural gas","traded afr_mide pipeline gas>>x traded afr_mide pipeline gas","2",71,401,"supplemental info"
"gas trade statistical differences","traded afr_mide pipeline gas>>statistical differences","2",72,402,"supplemental info"
"natural gas","traded eur pipeline gas>>x traded eur pipeline gas","2",71,403,"supplemental info"
"gas trade statistical differences","traded eur pipeline gas>>statistical differences","2",72,404,"supplemental info"
"natural gas","traded la pipeline gas>>x traded la pipeline gas","2",71,405,"supplemental info"
"gas trade statistical differences","traded la pipeline gas>>statistical differences","2",72,406,"supplemental info"
"natural gas","traded lng>>x traded lng","2",71,407,"supplemental info"
"gas trade statistical differences","traded lng>>statistical differences","2",72,408,"supplemental info"
"natural gas","traded n.amer pipeline gas>>x traded n.amer pipeline gas","2",71,409,"supplemental info"
"gas trade statistical differences","traded n.amer pipeline gas>>statistical differences","2",72,410,"supplemental info"
"natural gas","traded pac pipeline gas>>x traded pac pipeline gas","2",71,411,"supplemental info"
"gas trade statistical differences","traded pac pipeline gas>>statistical differences","2",72,412,"supplemental info"
"natural gas","traded rus pipeline gas>>x traded rus pipeline gas","2",71,413,"supplemental info"
"biomass","traded biomass>>x traded biomass","2",59,414,"supplemental info"
"coal","traded coal>>x traded coal","2",54,415,"supplemental info"
"crude oil","traded oil>>x traded oil","2",56,416,"supplemental info"
"feedcrops","beef>>mixed","2",73,417,"supplemental info"
"fodderherb_residue","beef>>mixed","2",74,417,"supplemental info"
"pasture_foddergrass","beef>>mixed","2",75,417,"supplemental info"
"scavenging_other","beef>>mixed","2",76,417,"supplemental info"
"pasture_foddergrass","beef>>pastoral","2",75,418,"supplemental info"
"scavenging_other","beef>>pastoral","2",76,418,"supplemental info"
"feedcrops","dairy>>mixed","2",73,419,"supplemental info"
"fodderherb_residue","dairy>>mixed","2",74,419,"supplemental info"
"pasture_foddergrass","dairy>>mixed","2",75,419,"supplemental info"
"scavenging_other","dairy>>mixed","2",76,419,"supplemental info"
"pasture_foddergrass","dairy>>pastoral","2",75,420,"supplemental info"
"scavenging_other","dairy>>pastoral","2",76,420,"supplemental info"
"regional corn","feedcrops>>corn","2",77,421,"supplemental info"
"ddgs and feedcakes","feedcrops>>ddgs and feedcakes","2",78,422,"supplemental info"
"regional fibercrop","feedcrops>>fibercrop","2",79,423,"supplemental info"
"regional fruits","feedcrops>>fruits","2",80,424,"supplemental info"
"regional legumes","feedcrops>>legumes","2",81,425,"supplemental info"
"regional misccrop","feedcrops>>misccrop","2",82,426,"supplemental info"
"regional nuts_seeds","feedcrops>>nutsseeds","2",83,427,"supplemental info"
"regional oilcrop","feedcrops>>oilcrop","2",84,428,"supplemental info"
"regional oilpalm","feedcrops>>oilpalm","2",85,429,"supplemental info"
"regional othergrain","feedcrops>>othergrain","2",86,430,"supplemental info"
"regional rice","feedcrops>>rice","2",87,431,"supplemental info"
"regional root_tuber","feedcrops>>roottuber","2",88,432,"supplemental info"
"regional soybean","feedcrops>>soybean","2",89,433,"supplemental info"
"regional sugarcrop","feedcrops>>sugarcrop","2",90,434,"supplemental info"
"regional wheat","feedcrops>>wheat","2",91,435,"supplemental info"
"fodderherb","fodderherb_residue>>fodderherb","2",92,436,"supplemental info"
"residue","fodderherb_residue>>residue","2",93,437,"supplemental info"
"regional corn","nonfooddemand_crops>>corn","2",77,438,"supplemental info"
"regional fibercrop","nonfooddemand_crops>>fibercrop","2",79,439,"supplemental info"
"regional fruits","nonfooddemand_crops>>fruits","2",80,440,"supplemental info"
"regional legumes","nonfooddemand_crops>>legumes","2",81,441,"supplemental info"
"regional misccrop","nonfooddemand_crops>>misccrop","2",82,442,"supplemental info"
"regional nuts_seeds","nonfooddemand_crops>>nutsseeds","2",83,443,"supplemental info"
"regional oilcrop","nonfooddemand_crops>>oilcrop","2",84,444,"supplemental info"
"regional oilpalm","nonfooddemand_crops>>oilpalm","2",85,445,"supplemental info"
"regional othergrain","nonfooddemand_crops>>othergrain","2",86,446,"supplemental info"
"regional rice","nonfooddemand_crops>>rice","2",87,447,"supplemental info"
"regional root_tuber","nonfooddemand_crops>>roottuber","2",88,448,"supplemental info"
"regional soybean","nonfooddemand_crops>>soybean","2",89,449,"supplemental info"
"regional sugarcrop","nonfooddemand_crops>>sugarcrop","2",90,450,"supplemental info"
"regional vegetables","nonfooddemand_crops>>vegetables","2",94,451,"supplemental info"
"regional wheat","nonfooddemand_crops>>wheat","2",91,452,"supplemental info"
"regional beef","nonfooddemand_meat>>beef","2",95,453,"supplemental info"
"regional dairy","nonfooddemand_meat>>dairy","2",96,454,"supplemental info"
"othermeat_fish","nonfooddemand_meat>>othermeat_fish","2",97,455,"supplemental info"
"regional pork","nonfooddemand_meat>>pork","2",98,456,"supplemental info"
"regional poultry","nonfooddemand_meat>>poultry","2",99,457,"supplemental info"
"regional sheepgoat","nonfooddemand_meat>>sheepgoat","2",100,458,"supplemental info"
"foddergrass","pasture_foddergrass>>foddergrass","2",101,459,"supplemental info"
"pasture","pasture_foddergrass>>pasture","2",102,460,"supplemental info"
"feedcrops","pork>>mixed","2",73,461,"supplemental info"
"fodderherb_residue","pork>>mixed","2",74,461,"supplemental info"
"feedcrops","poultry>>mixed","2",73,462,"supplemental info"
"fodderherb_residue","poultry>>mixed","2",74,462,"supplemental info"
"scavenging_other_rsrc","scavenging_other>>scavenging_other","2",103,463,"supplemental info"
"feedcrops","sheepgoat>>mixed","2",73,464,"supplemental info"
"fodderherb_residue","sheepgoat>>mixed","2",74,464,"supplemental info"
"pasture_foddergrass","sheepgoat>>mixed","2",75,464,"supplemental info"
"scavenging_other","sheepgoat>>mixed","2",76,464,"supplemental info"
"pasture_foddergrass","sheepgoat>>pastoral","2",75,465,"supplemental info"
"scavenging_other","sheepgoat>>pastoral","2",76,465,"supplemental info"
"limestone","cement>>cement","2",104,247,"supplemental info"
"scrap","iron and steel>>eaf with scrap","2",105,299,"supplemental info"
"uranium","nuclearfuelgeniii>>enricheduranium","2",106,466,"supplemental info"
"beef","regional beef>>domestic beef","2",107,467,"supplemental info"
"traded beef","regional beef>>imported beef","2",108,468,"supplemental info"
"regional oilcrop","regional biomassoil>>regional biomassoil","2",84,469,"supplemental info"
"corn","regional corn>>domestic corn","2",109,470,"supplemental info"
"traded corn","regional corn>>imported corn","2",110,471,"supplemental info"
"regional corn","regional corn for ethanol>>regional corn for ethanol","2",77,472,"supplemental info"
"dairy","regional dairy>>domestic dairy","2",111,473,"supplemental info"
"traded dairy","regional dairy>>imported dairy","2",112,474,"supplemental info"
"fibercrop","regional fibercrop>>domestic fibercrop","2",113,475,"supplemental info"
"traded fibercrop","regional fibercrop>>imported fibercrop","2",114,476,"supplemental info"
"fruits","regional fruits>>domestic fruits","2",115,477,"supplemental info"
"traded fruits","regional fruits>>imported fruits","2",116,478,"supplemental info"
"iron and steel","regional iron and steel>>domestic iron and steel","2",117,479,"supplemental info"
"traded iron and steel","regional iron and steel>>imported iron and steel","2",118,480,"supplemental info"
"legumes","regional legumes>>domestic legumes","2",119,481,"supplemental info"
"traded legumes","regional legumes>>imported legumes","2",120,482,"supplemental info"
"misccrop","regional misccrop>>domestic misccrop","2",121,483,"supplemental info"
"traded misccrop","regional misccrop>>imported misccrop","2",122,484,"supplemental info"
"nutsseeds","regional nuts_seeds>>domestic nuts_seeds","2",123,485,"supplemental info"
"traded nuts_seeds","regional nuts_seeds>>imported nuts_seeds","2",124,486,"supplemental info"
"oilcrop","regional oilcrop>>domestic oilcrop","2",125,487,"supplemental info"
"traded oilcrop","regional oilcrop>>imported oilcrop","2",126,488,"supplemental info"
"oilpalm","regional oilpalm>>domestic oilpalm","2",127,489,"supplemental info"
"traded oilpalm","regional oilpalm>>imported oilpalm","2",128,490,"supplemental info"
"othergrain","regional othergrain>>domestic othergrain","2",129,491,"supplemental info"
"traded othergrain","regional othergrain>>imported othergrain","2",130,492,"supplemental info"
"pork","regional pork>>domestic pork","2",131,493,"supplemental info"
"traded pork","regional pork>>imported pork","2",132,494,"supplemental info"
"poultry","regional poultry>>domestic poultry","2",133,495,"supplemental info"
"traded poultry","regional poultry>>imported poultry","2",134,496,"supplemental info"
"rice","regional rice>>domestic rice","2",135,497,"supplemental info"
"traded rice","regional rice>>imported rice","2",136,498,"supplemental info"
"roottuber","regional root_tuber>>domestic root_tuber","2",137,499,"supplemental info"
"traded root_tuber","regional root_tuber>>imported root_tuber","2",138,500,"supplemental info"
"sheepgoat","regional sheepgoat>>domestic sheepgoat","2",139,501,"supplemental info"
"traded sheepgoat","regional sheepgoat>>imported sheepgoat","2",140,502,"supplemental info"
"soybean","regional soybean>>domestic soybean","2",141,503,"supplemental info"
"traded soybean","regional soybean>>imported soybean","2",142,504,"supplemental info"
"sugarcrop","regional sugarcrop>>domestic sugarcrop","2",143,505,"supplemental info"
"traded sugarcrop","regional sugarcrop>>imported sugarcrop","2",144,506,"supplemental info"
"vegetables","regional vegetables>>domestic vegetables","2",145,507,"supplemental info"
"traded vegetables","regional vegetables>>imported vegetables","2",146,508,"supplemental info"
"wheat","regional wheat>>domestic wheat","2",147,509,"supplemental info"
"traded wheat","regional wheat>>imported wheat","2",148,510,"supplemental info"
"regional vegetables","feedcrops>>vegetables","2",94,511,"supplemental info"
"fodderherb","nonfooddemand_crops>>fodderherb","2",92,512,"supplemental info"
"alumina","aluminum>>electricity","2",149,363,"supplemental info"
"feedcrops","beef>>pastoral","2",73,418,"supplemental info"
"fodderherb_residue","beef>>pastoral","2",74,418,"supplemental info"
"feedcrops","dairy>>pastoral","2",73,420,"supplemental info"
"fodderherb_residue","dairy>>pastoral","2",74,420,"supplemental info"
"uranium","nuclearfuelgenii>>enricheduranium","2",106,513,"supplemental info"
"regional soybean","regional biomassoil>>regional biomassoil","2",89,469,"supplemental info"
"feedcrops","sheepgoat>>pastoral","2",73,465,"supplemental info"
"regional sugarcrop","regional sugar for ethanol>>regional sugar for ethanol","2",90,514,"supplemental info"
"foddergrass","nonfooddemand_crops>>foddergrass","2",101,515,"supplemental info"
"regional oilpalm","regional biomassoil>>regional biomassoil","2",85,469,"supplemental info"
"beef","traded beef>>x traded beef","2",107,516,"supplemental info"
"corn","traded corn>>x traded corn","2",109,517,"supplemental info"
"dairy","traded dairy>>x traded dairy","2",111,518,"supplemental info"
"fibercrop","traded fibercrop>>x traded fibercrop","2",113,519,"supplemental info"
"fruits","traded fruits>>x traded fruits","2",115,520,"supplemental info"
"iron and steel","traded iron and steel>>x traded iron and steel","2",117,521,"supplemental info"
"legumes","traded legumes>>x traded legumes","2",119,522,"supplemental info"
"misccrop","traded misccrop>>x traded misccrop","2",121,523,"supplemental info"
"nutsseeds","traded nuts_seeds>>x traded nuts_seeds","2",123,524,"supplemental info"
"oilcrop","traded oilcrop>>x traded oilcrop","2",125,525,"supplemental info"
"oilpalm","traded oilpalm>>x traded oilpalm","2",127,526,"supplemental info"
"othergrain","traded othergrain>>x traded othergrain","2",129,527,"supplemental info"
"pork","traded pork>>x traded pork","2",131,528,"supplemental info"
"poultry","traded poultry>>x traded poultry","2",133,529,"supplemental info"
"rice","traded rice>>x traded rice","2",135,530,"supplemental info"
"roottuber","traded root_tuber>>x traded root_tuber","2",137,531,"supplemental info"
"sheepgoat","traded sheepgoat>>x traded sheepgoat","2",139,532,"supplemental info"
"soybean","traded soybean>>x traded soybean","2",141,533,"supplemental info"
"sugarcrop","traded sugarcrop>>x traded sugarcrop","2",143,534,"supplemental info"
"vegetables","traded vegetables>>x traded vegetables","2",145,535,"supplemental info"
"wheat","traded wheat>>x traded wheat","2",147,536,"supplemental info"
"n fertilizer","corn>>cornc4_x","2",150,537,"supplemental info"
"n fertilizer","fibercrop>>fibercrop_x","2",150,538,"supplemental info"
"n fertilizer","foddergrass>>foddergrass_x","2",150,539,"supplemental info"
"n fertilizer","fodderherb>>fodderherb_x","2",150,540,"supplemental info"
"n fertilizer","fruits>>fruitstree_x","2",150,541,"supplemental info"
"n fertilizer","fruits>>fruits_x","2",150,542,"supplemental info"
"n fertilizer","legumes>>legumes_x","2",150,543,"supplemental info"
"n fertilizer","misccrop>>misccroptree_x","2",150,544,"supplemental info"
"n fertilizer","misccrop>>misccrop_x","2",150,545,"supplemental info"
"n fertilizer","nutsseeds>>nutsseedstree_x","2",150,546,"supplemental info"
"n fertilizer","nutsseeds>>nutsseeds_x","2",150,547,"supplemental info"
"n fertilizer","oilcrop>>oilcroptree_x","2",150,548,"supplemental info"
"n fertilizer","oilcrop>>oilcrop_x","2",150,549,"supplemental info"
"n fertilizer","oilpalm>>oilpalmtree_x","2",150,550,"supplemental info"
"n fertilizer","othergrain>>othergrainc4_x","2",150,551,"supplemental info"
"n fertilizer","othergrain>>othergrain_x","2",150,552,"supplemental info"
"n fertilizer","rice>>rice_x","2",150,553,"supplemental info"
"n fertilizer","roottuber>>roottuber_x","2",150,554,"supplemental info"
"n fertilizer","soybean>>soybean_x","2",150,555,"supplemental info"
"n fertilizer","sugarcrop>>sugarcropc4_x","2",150,556,"supplemental info"
"n fertilizer","vegetables>>vegetables_x","2",150,557,"supplemental info"
"n fertilizer","wheat>>wheat_x","2",150,558,"supplemental info"
"n fertilizer","biomass>>biomassgrass_x","2",150,245,"supplemental info"
"n fertilizer","biomass>>biomasstree_x","2",150,246,"supplemental info"
"n fertilizer","exports_fertilizer>>n fertilizer","2",150,559,"supplemental info"
"n fertilizer","fodderherb>>fodderherbc4_x","2",150,560,"supplemental info"
"n fertilizer","sugarcrop>>sugarcrop_x","2",150,561,"supplemental info"
"offshore carbon-storage","carbon-storage>>offshore carbon-storage","2",151,562,"supplemental info"
"onshore carbon-storage","carbon-storage>>onshore carbon-storage","2",152,563,"supplemental info"
"regional forest","nonfooddemand_forest>>forest","2",153,564,"supplemental info"
"forest","regional forest>>domestic forest","2",154,565,"supplemental info"
"traded forest","regional forest>>imported forest","2",155,566,"supplemental info"
"forest","traded forest>>x traded forest","2",154,567,"supplemental info"
"desalinated water","x_desalinated water>>x_desalinated water","2",156,568,"supplemental info"
"water_td_an_c","beef>>mixed","2",157,417,"supplemental info"
"water_td_an_w","beef>>mixed","2",158,417,"supplemental info"
"water_td_an_c","beef>>pastoral","2",157,418,"supplemental info"
"water_td_an_w","beef>>pastoral","2",158,418,"supplemental info"
"biophysical water consumption","corn>>cornc4_x","2",159,537,"supplemental info"
"water_td_irr_x_c","corn>>cornc4_x","2",160,537,"supplemental info"
"water_td_irr_x_w","corn>>cornc4_x","2",161,537,"supplemental info"
"water_td_an_c","dairy>>mixed","2",157,419,"supplemental info"
"water_td_an_w","dairy>>mixed","2",158,419,"supplemental info"
"water_td_an_c","dairy>>pastoral","2",157,420,"supplemental info"
"water_td_an_w","dairy>>pastoral","2",158,420,"supplemental info"
"biophysical water consumption","fibercrop>>fibercrop_x","2",159,538,"supplemental info"
"water_td_irr_x_c","fibercrop>>fibercrop_x","2",160,538,"supplemental info"
"water_td_irr_x_w","fibercrop>>fibercrop_x","2",161,538,"supplemental info"
"biophysical water consumption","fodderherb>>fodderherb_x","2",159,540,"supplemental info"
"water_td_irr_x_c","fodderherb>>fodderherb_x","2",160,540,"supplemental info"
"water_td_irr_x_w","fodderherb>>fodderherb_x","2",161,540,"supplemental info"
"biophysical water consumption","fruits>>fruitstree_x","2",159,541,"supplemental info"
"water_td_irr_x_c","fruits>>fruitstree_x","2",160,541,"supplemental info"
"water_td_irr_x_w","fruits>>fruitstree_x","2",161,541,"supplemental info"
"biophysical water consumption","fruits>>fruits_x","2",159,542,"supplemental info"
"water_td_irr_x_c","fruits>>fruits_x","2",160,542,"supplemental info"
"water_td_irr_x_w","fruits>>fruits_x","2",161,542,"supplemental info"
"water_td_ind_c","h2 central production>>biomass","2",162,223,"supplemental info"
"water_td_ind_w","h2 central production>>biomass","2",163,223,"supplemental info"
"water_td_ind_c","h2 central production>>electricity","2",162,224,"supplemental info"
"water_td_ind_w","h2 central production>>electricity","2",163,224,"supplemental info"
"water_td_ind_c","h2 central production>>gas","2",162,225,"supplemental info"
"water_td_ind_w","h2 central production>>gas","2",163,225,"supplemental info"
"water_td_ind_c","h2 central production>>nuclear","2",162,226,"supplemental info"
"water_td_ind_w","h2 central production>>nuclear","2",163,226,"supplemental info"
